DATE,ADPT,ASLP,ASTP,AWBT,AWND,PRCP,RHAV,TAVG,TMAX,TMIN,WSF2,WSF5,WT_VECTOR
2018-11-23,19.4,1015.6,1014.6,21.1,2.4,0.3,7.9,23.4,27.2,20.0,6.3,9.8,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-11-24,21.7,1012.2,1010.8,22.8,3.1,0.0,8.4,24.2,28.3,20.6,7.6,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-11-25,21.7,1013.9,1012.5,22.8,1.8,0.0,8.3,24.9,28.9,21.7,4.0,7.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-11-26,21.7,1014.6,1013.5,22.8,2.6,0.0,8.5,24.6,29.4,20.0,7.2,10.3,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2018-11-27,16.7,1014.2,1012.9,17.8,3.6,0.0,8.2,22.1,22.8,12.8,7.2,12.1,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2018-11-28,1.1,1018.6,1017.3,7.8,3.9,0.0,4.3,14.1,17.8,10.6,7.6,12.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-11-29,6.7,1020.3,1019.0,11.7,2.4,0.0,5.3,15.2,22.8,10.0,4.5,5.8,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-11-30,15.6,1019.6,1018.6,18.3,3.1,0.0,7.0,20.7,25.0,17.8,7.2,8.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-01,20.6,1016.3,1015.2,21.7,4.7,0.0,7.7,24.6,28.3,22.8,8.9,12.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-02,23.9,1015.6,1014.6,24.4,4.1,0.0,8.6,25.9,30.0,23.9,8.1,12.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-03,22.8,1015.9,1014.6,23.9,3.0,0.0,8.1,26.7,30.6,23.9,5.4,8.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-04,22.8,1015.9,1014.9,23.3,2.6,0.0,8.7,25.4,29.4,22.8,5.8,7.6,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2018-12-05,11.1,1020.0,1018.3,15.0,4.0,0.0,5.9,21.8,23.9,14.4,7.6,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-06,10.0,1024.4,1023.4,13.9,3.3,0.0,6.0,17.3,25.0,12.2,8.1,10.7,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-07,15.0,1024.7,1023.7,17.8,3.8,0.0,6.6,21.2,26.1,17.8,8.1,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-08,18.9,1021.3,1020.3,20.6,5.0,0.0,7.5,23.7,27.8,18.9,8.9,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-09,22.2,1015.6,1014.9,22.8,4.6,0.3,8.6,25.0,28.9,22.2,9.4,12.1,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2018-12-10,16.7,1017.6,1016.6,17.8,3.1,0.0,7.8,21.7,22.8,15.6,5.8,8.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-11,8.3,1023.7,1022.4,11.1,3.6,0.0,6.7,15.7,18.9,11.7,8.1,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-12,10.6,1022.7,1021.7,13.9,3.7,0.0,6.4,15.9,23.9,11.1,7.2,10.7,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-13,16.7,1019.6,1019.0,18.9,3.9,0.0,6.9,22.6,26.7,18.9,8.1,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-14,21.7,1017.6,1016.6,22.8,4.9,0.0,8.4,24.3,27.8,22.2,9.8,13.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-15,22.2,1017.9,1016.9,22.8,2.9,15.0,9.1,24.6,27.8,20.0,6.7,11.6,[0.1 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0. ]
2018-12-16,17.8,1019.6,1018.6,19.4,2.0,0.0,7.7,22.0,26.1,18.9,4.5,6.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-17,13.3,1019.6,1018.6,15.6,2.6,0.0,7.6,18.8,21.7,15.0,5.8,8.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-18,13.9,1018.6,1017.3,16.1,1.6,0.0,7.6,17.7,25.0,13.3,4.5,6.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-19,17.2,1015.9,1014.9,18.9,2.7,0.0,7.7,20.8,25.6,16.1,8.1,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-20,21.1,1009.5,1008.1,21.7,5.8,24.4,8.6,24.6,28.3,18.3,11.2,17.0,[0.1 0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2018-12-21,13.9,1010.8,1009.8,16.7,6.1,0.0,7.1,20.1,23.3,16.1,14.3,19.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-22,11.1,1020.3,1019.3,13.3,1.4,0.0,7.0,16.8,20.6,11.7,5.4,7.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-23,12.2,1023.0,1022.0,14.4,2.1,0.0,7.0,17.2,23.3,12.8,5.8,6.7,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-24,13.3,1022.4,1021.3,16.1,2.7,0.0,6.7,19.6,24.4,16.7,6.7,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-25,15.6,1021.3,1020.3,17.8,3.2,0.0,7.1,20.3,24.4,17.2,7.2,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-26,17.8,1021.7,1020.7,19.4,5.8,0.3,7.1,22.8,25.0,21.1,10.7,14.8,[0.1 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0. ]
2018-12-27,20.6,1020.7,1019.6,21.7,8.5,0.0,7.9,24.3,27.2,22.8,11.2,14.8,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-28,22.8,1020.3,1019.6,23.9,6.0,0.3,8.6,25.3,27.8,23.9,10.3,13.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-29,23.3,1021.3,1020.0,23.9,4.0,0.0,8.8,25.4,28.3,23.3,7.6,12.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-30,20.6,1021.0,1019.6,21.7,3.9,0.0,7.9,24.4,27.2,21.7,7.2,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2018-12-31,20.6,1021.0,1019.6,22.2,5.1,0.0,7.9,24.3,27.8,22.2,8.9,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-01,21.1,1021.0,1020.0,22.2,4.7,0.0,8.2,24.3,27.8,21.7,8.9,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-02,20.6,1020.7,1019.6,21.7,4.7,0.0,8.0,24.4,27.8,21.7,7.6,9.8,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-03,22.8,1017.9,1016.9,23.3,3.8,0.0,8.6,25.1,28.3,22.8,8.1,11.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-04,21.7,1016.3,1015.2,22.8,3.6,0.0,8.4,24.9,28.9,21.7,7.6,12.1,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-05,17.8,1016.9,1015.9,19.4,3.1,0.3,7.7,23.3,26.1,16.7,6.7,9.4,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-06,14.4,1020.0,1019.0,16.1,2.2,0.0,7.7,18.7,25.0,12.8,5.4,9.8,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-07,16.1,1021.7,1020.0,17.8,2.6,0.0,7.1,21.5,26.1,15.6,6.7,8.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-08,16.7,1021.0,1019.6,18.9,1.4,0.0,7.4,21.8,27.8,15.6,4.5,8.1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-09,15.0,1018.6,1017.6,17.8,2.4,0.0,7.0,21.5,25.0,17.2,5.8,8.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-10,2.8,1017.9,1016.3,9.4,3.5,0.0,4.6,16.6,20.0,11.7,7.6,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-11,12.2,1020.0,1018.3,15.0,3.3,0.0,6.9,16.8,24.4,11.7,7.6,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-12,16.7,1021.7,1020.0,18.9,4.8,1.5,6.9,22.3,26.1,19.4,9.8,13.4,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-13,19.4,1020.3,1019.0,20.6,2.5,0.0,8.2,23.1,26.7,20.0,5.8,8.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-14,16.1,1020.3,1019.0,17.8,2.3,0.0,7.5,21.5,25.6,17.8,5.4,7.2,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-15,11.7,1020.3,1019.0,13.9,3.5,0.0,7.4,17.8,20.6,13.9,7.2,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-16,11.1,1021.7,1020.0,13.3,3.3,0.0,7.0,16.1,22.8,11.7,5.8,7.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-17,14.4,1022.0,1020.7,16.7,2.1,0.0,7.6,18.5,25.6,13.9,5.4,7.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-18,14.4,1020.3,1019.3,17.2,1.6,0.0,6.9,20.6,26.7,14.4,5.8,7.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-19,16.7,1016.9,1016.3,18.3,2.6,0.0,7.8,20.7,25.6,15.6,7.6,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-20,15.6,1014.9,1012.9,17.2,5.2,4.6,7.9,21.2,23.3,12.2,9.4,13.4,[0.1 0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-21,8.9,1023.7,1022.4,11.7,3.2,0.0,7.1,13.8,21.1,7.8,7.2,11.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-22,13.9,1025.7,1024.7,17.2,8.1,0.0,6.1,20.5,25.6,15.0,12.5,15.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-23,17.8,1021.3,1021.3,20.0,8.1,0.0,7.2,22.9,26.1,21.1,11.6,15.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-24,21.7,1016.3,1014.6,22.2,5.1,4.1,8.8,24.4,28.9,21.1,10.7,14.8,[0.1 0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-25,13.3,1020.0,1018.3,15.0,3.8,0.0,7.4,19.3,21.1,15.0,6.7,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-26,15.0,1019.0,1017.9,15.0,2.6,20.1,9.9,15.1,17.8,13.3,5.4,7.6,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-27,18.9,1010.2,1009.8,19.4,2.9,18.5,9.4,19.9,23.9,15.6,8.9,12.5,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-28,10.0,1014.6,1012.9,11.1,4.3,1.5,8.6,14.2,15.6,10.6,7.2,12.5,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-01-29,8.3,1016.9,1015.6,11.7,2.7,0.0,6.6,13.9,21.1,10.0,6.3,7.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-30,12.2,1019.6,1017.9,14.4,1.6,0.0,7.3,16.8,22.2,12.2,4.5,7.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-01-31,16.1,1022.4,1021.0,17.2,3.1,0.3,8.3,18.6,24.4,14.4,8.1,10.3,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-01,18.9,1021.0,1020.0,20.0,3.1,0.0,8.4,21.5,26.1,16.7,7.2,8.9,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-02,20.6,1019.0,1017.9,21.7,3.6,0.0,8.4,23.4,27.2,21.1,6.7,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-03,19.4,1015.9,1014.9,20.6,1.8,0.0,7.9,23.4,28.3,18.9,5.4,8.1,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-04,17.8,1016.9,1015.2,19.4,2.1,0.0,8.1,22.1,25.0,18.9,5.4,7.2,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-05,17.8,1018.6,1016.9,19.4,2.1,0.0,7.8,21.7,26.7,17.8,6.7,7.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-06,16.7,1020.7,1019.0,18.9,3.0,0.0,7.1,22.0,26.1,17.2,7.2,8.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-07,16.1,1020.7,1019.6,18.3,3.5,0.0,7.1,22.1,26.1,17.2,8.1,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-08,17.8,1022.0,1020.7,19.4,2.7,0.0,7.3,22.8,27.2,18.3,8.1,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-09,18.3,1024.0,1022.7,20.0,3.9,4.3,7.8,22.6,25.6,20.0,9.8,12.5,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-10,18.9,1023.0,1022.4,20.6,6.4,0.0,7.3,23.8,27.2,21.7,10.7,13.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-11,21.1,1020.0,1019.0,22.2,5.0,1.5,8.7,23.6,26.1,22.2,10.3,13.9,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-12,22.2,1017.9,1016.9,22.8,4.7,0.0,8.6,24.6,27.8,22.8,8.9,13.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-13,18.9,1016.3,1014.6,19.4,3.6,19.3,9.6,21.5,23.9,15.6,7.6,10.7,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-14,15.6,1016.6,1015.6,17.2,3.6,0.0,7.6,18.8,25.6,13.9,7.6,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-15,18.3,1014.9,1013.5,20.0,2.1,0.0,8.1,21.8,27.2,17.2,5.8,7.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-16,17.2,1013.9,1012.9,19.4,2.4,0.0,7.5,22.2,27.2,16.1,7.2,11.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-17,21.1,1016.3,1014.6,22.2,3.3,0.0,8.5,23.7,28.3,18.9,8.9,14.3,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-18,23.9,1019.3,1017.6,24.4,3.9,0.0,8.7,25.9,29.4,23.9,7.2,11.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-19,21.7,1021.0,1020.0,23.3,5.7,8.9,8.0,25.8,29.4,22.8,10.7,12.5,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-20,21.7,1019.3,1017.9,22.8,6.0,0.3,7.9,25.5,28.9,23.9,11.6,14.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-21,21.7,1019.6,1018.3,22.8,5.4,0.0,7.9,25.6,28.3,23.9,9.4,12.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-22,22.2,1020.7,1019.0,23.3,4.4,0.0,8.2,25.5,29.4,23.3,7.6,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-23,22.2,1020.3,1019.0,23.9,5.4,0.0,8.1,26.0,28.9,23.9,9.8,13.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-24,22.8,1019.6,1018.3,23.3,3.1,0.0,8.2,25.8,29.4,22.8,7.2,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-25,20.6,1022.7,1021.0,22.2,3.8,0.0,8.0,24.8,28.9,21.1,8.9,11.2,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-26,20.6,1022.7,1021.7,22.2,5.7,0.0,7.9,24.8,27.8,23.3,8.9,11.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-02-27,21.1,1019.3,1018.6,22.2,3.0,4.6,8.3,24.4,28.9,21.1,6.7,9.8,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-02-28,18.9,1017.9,1016.9,20.6,2.2,0.0,7.4,23.8,28.3,20.0,4.5,7.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-01,19.4,1019.3,1018.3,21.1,2.5,0.0,7.6,23.8,27.8,19.4,6.7,8.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-02,20.0,1019.3,1017.9,21.7,2.1,0.0,7.7,24.3,29.4,19.4,6.3,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-03,21.1,1015.9,1015.2,22.8,3.6,0.3,7.9,25.3,28.9,21.7,7.6,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-04,19.4,1015.2,1014.2,21.7,3.0,0.0,7.1,25.7,31.7,20.6,6.7,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-05,20.0,1017.6,1015.9,21.1,3.4,0.0,7.8,25.1,30.6,18.3,7.6,11.2,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-06,8.3,1023.7,1022.4,12.2,4.4,0.0,5.9,18.0,22.2,12.2,7.2,10.7,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-07,11.1,1024.0,1023.4,14.4,4.0,0.0,6.3,17.4,23.9,12.8,8.9,12.1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-08,16.7,1021.0,1020.3,18.9,4.4,0.0,7.0,21.9,26.7,16.7,9.8,11.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-09,20.0,1019.0,1017.6,21.7,5.4,0.0,7.7,24.2,28.9,20.6,9.4,12.1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-10,21.1,1021.0,1019.6,22.8,5.5,0.0,7.8,25.3,28.9,22.8,8.1,11.2,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-11,21.1,1021.3,1020.0,22.2,3.0,0.0,7.9,25.2,29.4,21.7,5.8,8.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-12,20.6,1019.6,1019.0,22.2,2.9,0.0,7.8,24.9,30.0,20.6,8.1,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-13,18.9,1019.3,1017.9,21.1,6.1,0.0,7.0,24.8,27.8,23.3,10.7,12.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-14,18.9,1019.3,1018.3,21.1,6.7,0.0,7.2,24.5,27.8,22.8,9.8,13.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-15,20.0,1019.6,1018.6,21.7,4.8,0.0,7.6,24.9,27.2,22.8,7.6,11.6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-16,19.4,1019.0,1017.9,21.1,3.0,2.3,7.6,24.4,28.9,21.1,6.7,8.1,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-17,20.6,1016.9,1016.3,21.7,2.0,3.0,8.2,24.1,30.0,21.1,6.7,7.6,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-18,19.4,1016.6,1015.2,20.6,2.6,0.3,8.1,23.0,27.2,20.0,6.7,8.5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-19,18.9,1016.3,1015.2,19.4,3.2,25.9,9.5,20.7,21.7,17.8,7.6,9.8,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-20,18.3,1014.9,1013.9,18.9,3.9,0.3,8.4,20.7,26.7,17.8,6.3,9.4,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-21,15.6,1014.9,1013.5,17.8,3.4,0.0,7.1,21.2,26.1,17.2,6.3,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-22,8.3,1018.3,1016.9,13.3,3.0,0.0,5.1,19.5,23.9,15.0,7.2,8.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-23,11.1,1021.7,1020.7,15.0,3.1,0.0,5.4,20.0,26.1,15.0,6.7,11.2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-24,14.4,1022.0,1021.0,17.8,5.0,0.0,5.9,22.8,26.7,18.9,9.8,12.1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-25,18.3,1018.6,1017.6,20.6,2.9,10.7,7.3,23.6,28.9,20.0,7.6,10.7,[0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-26,17.2,1015.9,1014.9,20.0,2.8,0.0,6.6,24.3,30.0,20.0,6.7,9.4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-27,13.9,1016.6,1015.2,16.7,4.5,0.0,6.5,22.1,26.7,17.8,7.6,12.1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-28,15.6,1019.6,1018.3,17.2,4.3,3.3,7.6,19.8,24.4,16.7,10.7,15.7,[0.1 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-29,15.6,1019.3,1018.3,17.8,3.8,2.5,6.7,21.6,26.1,18.9,9.4,12.1,[0.1 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0. ]
2019-03-30,15.6,1017.6,1016.6,18.3,3.4,0.0,6.6,22.4,26.7,16.7,8.1,10.3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2019-03-31,17.8,1016.9,1015.6,20.0,2.9,0.0,6.9,23.4,28.3,18.9,7.2,9.8,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
